client_id,cutoff_date,target_next_recurring_merchant,confidence,label_unsup,label_chatgpt,label_trainonly,conf_unsup,conf_chatgpt,conf_trainonly,n_sources_agree
U008662,2026-01-01,software,0.6287,streaming,insurance,software,0.2965,0.75,0.6865,1
U008663,2026-01-01,insurance,0.9365,insurance,insurance,none,0.2397,0.75,0.9938,2
U008664,2026-01-01,music,0.9999,music,music,music,0.523,0.85,0.9065,3
U008665,2026-01-01,none,0.4682,mobile,software,none,0.6827,0.7000000000000001,0.4385,1
U008666,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.4145,0.85,0.7438,3
U008667,2026-01-01,cloud,0.9956,music,cloud,cloud,0.3773,0.85,0.6589,2
U008668,2026-01-01,none,0.8193,none,gym,none,0.409,0.85,0.4497,2
U008669,2026-01-01,mobile,0.9877,cloud,mobile,mobile,0.3464,0.85,0.519,2
U008670,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9353,3
U008671,2026-01-01,none,0.9872,none,none,none,0.5,0.9,0.3879,3
U008672,2026-01-01,cloud,0.9964,none,cloud,cloud,0.6243,0.85,0.5558,2
U008673,2026-01-01,none,0.9872,none,none,none,0.5,0.9,0.9412,3
U008674,2026-01-01,cloud,0.8893,cloud,cloud,none,0.3429,0.75,0.9759,2
U008675,2026-01-01,gym,0.9931,music,gym,gym,0.445,0.75,0.3485,2
U008676,2026-01-01,none,0.4957,insurance,software,none,0.2812,0.7000000000000001,0.9507,1
U008677,2026-01-01,gym,0.9811,software,gym,gym,0.3946,0.85,0.5289,2
U008678,2026-01-01,none,0.6112,none,insurance,none,0.513,0.75,0.9986,2
U008679,2026-01-01,none,0.9129,insurance,none,none,0.4244,0.9,0.9918,2
U008680,2026-01-01,insurance,0.9365,insurance,insurance,none,0.4744,0.75,0.9693,2
U008681,2026-01-01,none,0.9431,software,none,none,0.5714,0.7000000000000001,0.997,2
U008682,2026-01-01,insurance,0.7467,none,music,insurance,0.3475,0.7000000000000001,0.4067,1
U008683,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.8438,3
U008684,2026-01-01,insurance,0.9998,insurance,insurance,insurance,1.0,0.9,0.8872,3
U008685,2026-01-01,software,0.9064,software,music,software,0.413,0.85,0.3921,2
U008686,2026-01-01,cloud,0.9964,none,cloud,cloud,0.4081,0.85,0.6979,2
U008687,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.5289,0.85,0.6983,3
U008688,2026-01-01,none,0.9129,insurance,none,none,0.4151,0.9,0.9426,2
U008689,2026-01-01,software,0.9973,none,software,software,0.7512,0.85,0.8519,2
U008690,2026-01-01,software,0.9973,none,software,software,0.4904,0.75,0.4153,2
U008691,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.6347,0.85,0.6389,3
U008692,2026-01-01,software,0.9996,software,software,software,0.8,0.85,0.8278,3
U008693,2026-01-01,music,0.9999,music,music,music,0.5308,0.85,0.8509,3
U008694,2026-01-01,insurance,0.9977,none,insurance,insurance,0.4401,0.85,0.5471,2
U008695,2026-01-01,music,0.9999,music,music,music,0.7127,0.85,0.8594,3
U008696,2026-01-01,none,0.9872,none,none,none,0.5,0.9,0.9193,3
U008697,2026-01-01,software,0.9937,music,software,software,0.3733,0.85,0.639,2
U008698,2026-01-01,none,0.8343,none,cloud,none,0.4333,0.75,0.9982,2
U008699,2026-01-01,streaming,0.9965,none,streaming,streaming,0.2897,0.85,0.7381,2
U008700,2026-01-01,insurance,0.9934,mobile,insurance,insurance,0.3143,0.85,0.4296,2
U008701,2026-01-01,streaming,0.9962,gym,streaming,streaming,0.3534,0.85,0.622,2
U008702,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.4384,0.85,0.7346,3
U008703,2026-01-01,streaming,0.995,insurance,streaming,streaming,0.2972,0.85,0.6909,2
U008704,2026-01-01,software,0.9973,none,software,software,0.3615,0.85,0.5119,2
U008705,2026-01-01,insurance,0.9754,insurance,gym,insurance,0.3525,0.85,0.348,2
U008706,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.5849,0.9,0.8426,3
U008707,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.8924,0.85,0.825,3
U008708,2026-01-01,music,0.9943,insurance,music,music,0.2382,0.85,0.4993,2
U008709,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9955,3
U008710,2026-01-01,streaming,0.9962,gym,streaming,streaming,0.4912,0.75,0.535,2
U008711,2026-01-01,gym,0.4833,none,cloud,gym,0.2751,0.75,0.2999,1
U008712,2026-01-01,insurance,0.9977,none,insurance,insurance,0.2376,0.75,0.472,2
U008713,2026-01-01,music,0.9999,music,music,music,0.3605,0.85,0.5356,3
U008714,2026-01-01,cloud,0.9942,cloud,none,cloud,0.8686,0.9,0.7676,2
U008715,2026-01-01,streaming,0.995,insurance,streaming,streaming,0.343,0.85,0.4737,2
U008716,2026-01-01,gym,0.99,none,gym,gym,0.4638,0.75,0.5176,2
U008717,2026-01-01,cloud,0.9964,none,cloud,cloud,0.3826,0.85,0.478,2
U008718,2026-01-01,cloud,0.9956,music,cloud,cloud,0.3996,0.85,0.5668,2
U008719,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.4814,0.85,0.4978,3
U008720,2026-01-01,none,0.4957,insurance,software,none,0.2955,0.7000000000000001,0.9983,1
U008721,2026-01-01,music,0.9999,music,music,music,0.3796,0.75,0.5414,3
U008722,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.4047,0.85,0.6129,3
U008723,2026-01-01,none,0.666,none,streaming,none,0.2831,0.75,0.8216,2
U008724,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.4378,0.75,0.618,3
U008725,2026-01-01,streaming,0.9965,none,streaming,streaming,0.3246,0.85,0.555,2
U008726,2026-01-01,streaming,0.9965,none,streaming,streaming,1.0,0.85,0.8968,2
U008727,2026-01-01,software,0.8578,software,software,none,0.5427,0.75,0.7432,2
U008728,2026-01-01,none,0.8561,music,none,none,0.627,0.9,0.987,2
U008729,2026-01-01,none,0.6107,none,software,none,0.3967,0.75,0.3816,2
U008730,2026-01-01,gym,0.99,none,gym,gym,0.5,0.7000000000000001,0.6832,2
U008731,2026-01-01,music,0.9687,music,music,none,0.3882,0.7000000000000001,0.9591,2
U008732,2026-01-01,streaming,0.9965,none,streaming,streaming,0.2943,0.85,0.5574,2
U008733,2026-01-01,music,0.9969,gym,music,music,0.3301,0.85,0.4659,2
U008734,2026-01-01,insurance,0.9977,none,insurance,insurance,0.2516,0.85,0.3973,2
U008735,2026-01-01,none,0.4442,music,mobile,none,0.616,0.75,0.4196,1
U008736,2026-01-01,software,0.9996,software,software,software,0.4154,0.75,0.4132,3
U008737,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.3264,0.9,0.478,3
U008738,2026-01-01,gym,0.9931,music,gym,gym,0.4484,0.85,0.572,2
U008739,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.7537,0.85,0.8912,3
U008740,2026-01-01,mobile,0.4103,cloud,mobile,none,0.4221,0.75,0.5136,1
U008741,2026-01-01,insurance,0.9754,insurance,gym,insurance,0.547,0.75,0.3932,2
U008742,2026-01-01,gym,0.8483,gym,gym,insurance,0.2468,0.85,0.4547,2
U008743,2026-01-01,gym,0.99,none,gym,gym,0.4533,0.9,0.7671,2
U008744,2026-01-01,cloud,0.9615,cloud,cloud,music,0.3539,0.85,0.4824,2
U008745,2026-01-01,insurance,0.9934,mobile,insurance,insurance,0.3621,0.85,0.5416,2
U008746,2026-01-01,music,0.9999,music,music,music,0.3419,0.85,0.6802,3
U008747,2026-01-01,music,0.9952,none,music,music,0.4981,0.7000000000000001,0.5817,2
U008748,2026-01-01,none,0.6893,gym,mobile,none,0.3941,0.85,0.6402,1
U008749,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.6455,0.85,0.4289,3
U008750,2026-01-01,insurance,0.9962,streaming,insurance,insurance,0.3612,0.9,0.5162,2
U008751,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.5156,0.85,0.8251,3
U008752,2026-01-01,streaming,0.4869,none,insurance,streaming,0.2708,0.85,0.3135,1
U008753,2026-01-01,software,0.8578,software,software,none,0.3894,0.85,0.9929,2
U008754,2026-01-01,streaming,0.9998,streaming,streaming,streaming,1.0,0.85,0.9361,3
U008755,2026-01-01,insurance,0.4995,streaming,insurance,music,0.2796,0.85,0.5708,1
U008756,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.3813,0.85,0.4644,3
U008757,2026-01-01,mobile,0.9911,music,mobile,mobile,1.0,0.9,0.8664,2
U008758,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.5995,0.85,0.4914,3
U008759,2026-01-01,software,0.615,gym,software,none,0.4906,0.75,0.7228,1
U008760,2026-01-01,gym,0.9996,gym,gym,gym,1.0,0.9,0.8382,3
U008761,2026-01-01,none,0.6112,none,insurance,none,0.4891,0.85,0.9856,2
U008762,2026-01-01,gym,0.9996,gym,gym,gym,0.7857,0.9,0.813,3
U008763,2026-01-01,gym,0.988,streaming,gym,gym,0.338,0.85,0.5768,2
U008764,2026-01-01,music,0.8907,music,music,streaming,0.3187,0.85,0.4104,2
U008765,2026-01-01,software,0.9973,none,software,software,0.7512,0.85,0.837,2
U008766,2026-01-01,none,0.666,none,streaming,none,1.0,0.7000000000000001,0.5868,2
U008767,2026-01-01,mobile,0.9892,streaming,mobile,mobile,0.5433,0.75,0.5263,2
U008768,2026-01-01,music,0.9999,music,music,music,0.3985,0.85,0.7884,3
U008769,2026-01-01,none,0.6112,none,insurance,none,0.5693,0.75,0.9999,2
U008770,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.8712,0.85,0.9089,3
U008771,2026-01-01,music,0.9258,music,mobile,music,0.3735,0.85,0.4464,2
U008772,2026-01-01,cloud,0.9803,cloud,gym,cloud,0.319,0.85,0.3391,2
U008773,2026-01-01,music,0.5619,insurance,music,none,0.267,0.85,0.9964,1
U008774,2026-01-01,none,0.8343,none,cloud,none,0.4409,0.7000000000000001,0.9767,2
U008775,2026-01-01,mobile,0.9911,music,mobile,mobile,0.4107,0.85,0.6066,2
U008776,2026-01-01,software,0.9973,none,software,software,0.4765,0.75,0.4208,2
U008777,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.5,0.85,0.8575,3
U008778,2026-01-01,streaming,0.9475,streaming,streaming,none,0.6062,0.85,0.9545,2
U008779,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.3239,0.85,0.7975,3
U008780,2026-01-01,music,0.9999,music,music,music,0.4034,0.85,0.4087,3
U008781,2026-01-01,none,0.9872,none,none,none,0.5352,0.9,0.9996,3
U008782,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.7703,0.85,0.607,3
U008783,2026-01-01,none,0.6112,none,insurance,none,0.4877,0.85,0.9916,2
U008784,2026-01-01,mobile,0.9868,software,mobile,mobile,0.3537,0.85,0.4366,2
U008785,2026-01-01,insurance,0.9365,insurance,insurance,none,0.6815,0.85,0.4981,2
U008786,2026-01-01,none,0.8525,none,mobile,none,0.4678,0.85,0.5355,2
U008787,2026-01-01,software,0.9903,mobile,software,software,0.2802,0.85,0.5113,2
U008788,2026-01-01,none,0.4327,insurance,gym,none,0.3887,0.75,0.7636,1
U008789,2026-01-01,software,0.9996,software,software,software,0.3368,0.85,0.6108,3
U008790,2026-01-01,software,0.5393,none,cloud,software,0.3548,0.75,0.3682,1
U008791,2026-01-01,cloud,0.9956,music,cloud,cloud,0.4303,0.85,0.6337,2
U008792,2026-01-01,none,0.9872,none,none,none,0.6594,0.9,0.9999,3
U008793,2026-01-01,none,0.6107,none,software,none,0.52,0.85,0.9103,2
U008794,2026-01-01,insurance,0.9977,none,insurance,insurance,0.4101,0.85,0.7635,2
U008795,2026-01-01,mobile,0.9948,none,mobile,mobile,0.3054,0.85,0.7997,2
U008796,2026-01-01,cloud,0.8435,none,none,cloud,0.5711,0.9,0.5131,1
U008797,2026-01-01,software,0.9973,none,software,software,0.3645,0.85,0.5753,2
U008798,2026-01-01,streaming,0.5626,none,cloud,streaming,0.4127,0.85,0.5484,1
U008799,2026-01-01,insurance,0.9903,software,insurance,insurance,0.4168,0.85,0.6711,2
U008800,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.4654,0.85,0.7633,3
U008801,2026-01-01,none,0.8193,none,gym,none,0.3249,0.85,0.4027,2
U008802,2026-01-01,none,0.7149,none,music,none,0.3461,0.85,0.9694,2
U008803,2026-01-01,mobile,0.9948,none,mobile,mobile,0.2901,0.85,0.6754,2
U008804,2026-01-01,insurance,0.9962,streaming,insurance,insurance,0.6235,0.85,0.625,2
U008805,2026-01-01,none,0.6107,none,software,none,0.5617,0.85,0.6546,2
U008806,2026-01-01,none,0.9872,none,none,none,0.7,0.9,0.9804,3
U008807,2026-01-01,gym,0.9811,software,gym,gym,0.3768,0.75,0.6636,2
U008808,2026-01-01,none,0.4957,insurance,software,none,0.4043,0.75,0.9505,1
U008809,2026-01-01,none,0.8561,music,none,none,0.4345,0.9,0.7312,2
U008810,2026-01-01,mobile,0.8277,mobile,mobile,none,0.6228,0.85,0.5272,2
U008811,2026-01-01,gym,0.9931,music,gym,gym,0.5,0.85,0.5929,2
U008812,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.512,0.85,0.8317,3
U008813,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.75,0.85,0.916,3
U008814,2026-01-01,none,0.8834,streaming,none,none,0.4912,0.9,0.991,2
U008815,2026-01-01,none,0.8525,none,mobile,none,0.4197,0.85,1.0,2
U008816,2026-01-01,gym,0.9931,music,gym,gym,0.461,0.85,0.4646,2
U008817,2026-01-01,gym,0.99,none,gym,gym,0.4016,0.85,0.3863,2
U008818,2026-01-01,none,0.946,gym,none,none,0.7599,0.9,0.9267,2
U008819,2026-01-01,streaming,0.9965,none,streaming,streaming,1.0,0.85,0.8883,2
U008820,2026-01-01,gym,0.9661,gym,none,gym,0.75,0.8,0.7968,2
U008821,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.8121,0.75,0.4937,3
U008822,2026-01-01,none,0.7063,software,mobile,none,0.4231,0.7000000000000001,0.7028,1
U008823,2026-01-01,insurance,0.969,insurance,cloud,insurance,0.344,0.7000000000000001,0.4178,2
U008824,2026-01-01,streaming,0.9955,cloud,streaming,streaming,0.3245,0.85,0.613,2
U008825,2026-01-01,streaming,0.9406,streaming,music,streaming,0.4525,0.7000000000000001,0.6005,2
U008826,2026-01-01,mobile,0.9868,software,mobile,mobile,0.3166,0.85,0.6744,2
U008827,2026-01-01,cloud,0.9964,none,cloud,cloud,0.3477,0.85,0.3619,2
U008828,2026-01-01,insurance,0.7797,mobile,none,insurance,1.0,0.6000000000000001,0.8914,1
U008829,2026-01-01,mobile,0.9948,none,mobile,mobile,0.5925,0.85,0.5684,2
U008830,2026-01-01,none,0.9431,software,none,none,0.7983,0.8,0.9023,2
U008831,2026-01-01,software,0.9611,software,gym,software,0.5312,0.7000000000000001,0.3615,2
U008832,2026-01-01,software,0.9973,none,software,software,0.574,0.75,0.4607,2
U008833,2026-01-01,streaming,0.995,insurance,streaming,streaming,1.0,0.85,0.5118,2
U008834,2026-01-01,software,0.9971,gym,software,software,0.3617,0.85,0.8931,2
U008835,2026-01-01,mobile,0.9911,music,mobile,mobile,1.0,0.9,0.8656,2
U008836,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.4026,0.85,0.6009,3
U008837,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.3977,0.85,0.9234,3
U008838,2026-01-01,software,0.9996,software,software,software,0.2662,0.85,0.6069,3
U008839,2026-01-01,software,0.6651,none,software,streaming,0.3043,0.75,0.376,1
U008840,2026-01-01,mobile,0.989,insurance,mobile,mobile,0.3248,0.85,0.3831,2
U008841,2026-01-01,streaming,0.9008,streaming,gym,streaming,0.3499,0.85,0.5866,2
U008842,2026-01-01,music,0.5435,gym,music,none,0.2424,0.7000000000000001,0.5463,1
U008843,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.4512,0.85,0.7995,3
U008844,2026-01-01,cloud,0.9924,insurance,cloud,cloud,0.726,0.85,0.6948,2
U008845,2026-01-01,gym,0.9996,gym,gym,gym,0.75,0.85,0.6914,3
U008846,2026-01-01,software,0.9996,software,software,software,0.3516,0.85,0.8827,3
U008847,2026-01-01,gym,0.987,insurance,gym,gym,0.2718,0.75,0.5211,2
U008848,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.4254,0.85,0.5587,3
U008849,2026-01-01,software,0.5393,none,cloud,software,0.4118,0.85,0.5325,1
U008850,2026-01-01,gym,0.9996,gym,gym,gym,0.6788,0.85,0.4925,3
U008851,2026-01-01,cloud,0.9956,music,cloud,cloud,0.3949,0.8,0.5121,2
U008852,2026-01-01,insurance,0.9998,insurance,insurance,insurance,1.0,0.85,0.8291,3
U008853,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.4831,0.85,0.6949,3
U008854,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.3041,0.85,0.3951,3
U008855,2026-01-01,none,0.4682,mobile,software,none,0.4476,0.7000000000000001,0.9982,1
U008856,2026-01-01,streaming,0.9998,streaming,streaming,streaming,1.0,0.85,0.5337,3
U008857,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.5612,0.85,0.4699,3
U008858,2026-01-01,music,0.4213,streaming,cloud,music,0.345,0.7000000000000001,0.4502,1
U008859,2026-01-01,none,0.9872,none,none,none,1.0,0.7000000000000001,0.9641,3
U008860,2026-01-01,insurance,0.5609,none,mobile,insurance,0.2841,0.85,0.3928,1
U008861,2026-01-01,music,0.9999,music,music,music,0.3382,0.85,0.4861,3
U008862,2026-01-01,software,0.9996,software,software,software,0.3193,0.85,0.4992,3
U008863,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.6099,0.85,0.36,3
U008864,2026-01-01,software,0.9996,software,software,software,0.8,0.85,0.5929,3
U008865,2026-01-01,none,0.8525,none,mobile,none,0.2419,0.7000000000000001,0.9992,2
U008866,2026-01-01,software,0.9996,software,software,software,0.5714,0.75,0.7169,3
U008867,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.3942,0.85,0.551,3
U008868,2026-01-01,none,0.9129,insurance,none,none,1.0,0.9,0.6249,2
U008869,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.902,3
U008870,2026-01-01,none,0.8193,none,gym,none,0.3688,0.85,0.4422,2
U008871,2026-01-01,mobile,0.9003,mobile,cloud,mobile,0.3285,0.75,0.3922,2
U008872,2026-01-01,insurance,0.9365,insurance,insurance,none,0.4094,0.85,0.9662,2
U008873,2026-01-01,software,0.9973,none,software,software,0.4919,0.85,0.5835,2
U008874,2026-01-01,software,0.8578,software,software,none,0.5714,0.75,0.9785,2
U008875,2026-01-01,music,0.9999,music,music,music,0.3716,0.7000000000000001,0.581,3
U008876,2026-01-01,cloud,0.7998,none,gym,cloud,0.5389,0.75,0.5218,1
U008877,2026-01-01,none,0.946,gym,none,none,1.0,0.9,0.9125,2
U008878,2026-01-01,software,0.9996,software,software,software,0.3968,0.85,0.4456,3
U008879,2026-01-01,cloud,0.9999,cloud,cloud,cloud,1.0,0.85,0.8503,3
U008880,2026-01-01,software,0.9973,none,software,software,0.4716,0.75,0.6424,2
U008881,2026-01-01,gym,0.9484,gym,mobile,gym,0.4253,0.75,0.5484,2
U008882,2026-01-01,software,0.9611,software,gym,software,0.4539,0.75,0.4808,2
U008883,2026-01-01,gym,0.9996,gym,gym,gym,0.5,0.85,0.593,3
U008884,2026-01-01,cloud,0.9803,cloud,gym,cloud,0.3118,0.75,0.5226,2
U008885,2026-01-01,insurance,0.8337,none,none,insurance,1.0,0.7000000000000001,0.8875,1
U008886,2026-01-01,none,0.8193,none,gym,none,0.6667,0.75,0.9521,2
U008887,2026-01-01,gym,0.9996,gym,gym,gym,0.875,0.85,0.8399,3
U008888,2026-01-01,none,0.6107,none,software,none,0.4389,0.7000000000000001,0.9989,2
U008889,2026-01-01,mobile,0.9948,none,mobile,mobile,0.4097,0.85,0.5136,2
U008890,2026-01-01,cloud,0.9924,insurance,cloud,cloud,0.5433,0.85,0.6067,2
U008891,2026-01-01,none,0.8525,none,mobile,none,0.5796,0.85,0.9981,2
U008892,2026-01-01,none,0.6107,none,software,none,0.3447,0.85,0.475,2
U008893,2026-01-01,none,0.8561,music,none,none,0.5714,0.9,0.9234,2
U008894,2026-01-01,gym,0.987,insurance,gym,gym,0.3258,0.75,0.4298,2
U008895,2026-01-01,gym,0.9996,gym,gym,gym,0.6664,0.85,0.4331,3
U008896,2026-01-01,none,0.9872,none,none,none,0.5,0.9,0.9156,3
U008897,2026-01-01,gym,0.988,streaming,gym,gym,0.7046,0.85,0.7282,2
U008898,2026-01-01,mobile,0.9597,mobile,software,mobile,0.5819,0.85,0.5534,2
U008899,2026-01-01,gym,0.99,none,gym,gym,0.4196,0.85,0.3818,2
U008900,2026-01-01,streaming,0.9949,music,streaming,streaming,0.3264,0.85,0.6286,2
U008901,2026-01-01,mobile,0.9948,none,mobile,mobile,0.3868,0.85,0.5001,2
U008902,2026-01-01,music,0.8934,music,cloud,music,0.3477,0.85,0.3109,2
U008903,2026-01-01,gym,0.4753,none,none,gym,0.6667,0.6000000000000001,0.7764,1
U008904,2026-01-01,none,0.8343,none,cloud,none,0.6218,0.75,0.9984,2
U008905,2026-01-01,mobile,0.9948,none,mobile,mobile,0.3135,0.85,0.7346,2
U008906,2026-01-01,music,0.9971,mobile,music,music,0.3623,0.85,0.3754,2
U008907,2026-01-01,insurance,0.9899,gym,insurance,insurance,0.2836,0.85,0.4211,2
U008908,2026-01-01,none,0.9872,none,none,none,0.8,0.9,0.9941,3
U008909,2026-01-01,music,0.9999,music,music,music,0.2702,0.85,0.5583,3
U008910,2026-01-01,insurance,0.8466,insurance,insurance,mobile,0.4824,0.75,0.344,2
U008911,2026-01-01,mobile,0.9065,mobile,mobile,gym,0.5667,0.75,0.5176,2
U008912,2026-01-01,software,0.9937,music,software,software,0.3566,0.85,0.7264,2
U008913,2026-01-01,gym,0.99,none,gym,gym,0.4108,0.85,0.6114,2
U008914,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.3394,0.85,0.7928,3
U008915,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.5681,0.85,0.5316,3
U008916,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9067,3
U008917,2026-01-01,cloud,0.8893,cloud,cloud,none,0.5616,0.85,0.4151,2
U008918,2026-01-01,none,0.7149,none,music,none,0.4012,0.75,0.7566,2
U008919,2026-01-01,gym,0.9996,gym,gym,gym,0.75,0.85,0.8755,3
U008920,2026-01-01,none,0.9431,software,none,none,0.5458,0.9,0.9983,2
U008921,2026-01-01,cloud,0.9999,cloud,cloud,cloud,1.0,0.85,0.8657,3
U008922,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.5489,0.85,0.8749,3
U008923,2026-01-01,cloud,0.9964,none,cloud,cloud,0.3009,0.85,0.628,2
U008924,2026-01-01,gym,0.9891,cloud,gym,gym,0.4755,0.85,0.5133,2
U008925,2026-01-01,none,0.8525,none,mobile,none,0.3741,0.7000000000000001,0.9993,2
U008926,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.5389,0.85,0.7188,3
U008927,2026-01-01,gym,0.99,none,gym,gym,0.4255,0.85,0.3164,2
U008928,2026-01-01,software,0.9971,gym,software,software,0.4267,0.85,0.4902,2
U008929,2026-01-01,gym,0.9811,software,gym,gym,1.0,0.85,0.5199,2
U008930,2026-01-01,software,0.8578,software,software,none,0.5427,0.7000000000000001,0.8176,2
U008931,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.4763,0.85,0.5073,3
U008932,2026-01-01,cloud,0.9964,none,cloud,cloud,0.3285,0.85,0.4275,2
U008933,2026-01-01,gym,0.9996,gym,gym,gym,0.75,0.85,0.8525,3
U008934,2026-01-01,mobile,0.4103,cloud,mobile,none,0.3646,0.75,0.9933,1
U008935,2026-01-01,music,0.9932,streaming,music,music,0.356,0.75,0.4271,2
U008936,2026-01-01,cloud,0.9946,streaming,cloud,cloud,0.2877,0.85,0.5809,2
U008937,2026-01-01,gym,0.9996,gym,gym,gym,1.0,0.7000000000000001,0.8674,3
U008938,2026-01-01,none,0.8561,music,none,none,0.4477,0.85,0.4821,2
U008939,2026-01-01,software,0.5625,none,software,cloud,0.5615,0.75,0.3317,1
U008940,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.7088,0.9,0.5149,3
U008941,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.3649,0.85,0.6389,3
U008942,2026-01-01,software,0.9744,software,insurance,software,0.4056,0.75,0.3392,2
U008943,2026-01-01,software,0.9937,music,software,software,0.4611,0.85,0.5997,2
U008944,2026-01-01,gym,0.988,streaming,gym,gym,0.2978,0.85,0.378,2
U008945,2026-01-01,software,0.7665,none,streaming,software,0.2814,0.85,0.384,1
U008946,2026-01-01,software,0.6651,none,software,streaming,0.3443,0.75,0.8241,1
U008947,2026-01-01,insurance,0.8675,insurance,insurance,streaming,0.3708,0.85,0.3615,2
U008948,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.7344,0.85,0.848,3
U008949,2026-01-01,streaming,0.9475,streaming,streaming,none,0.4219,0.75,0.8221,2
U008950,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.7037,0.85,0.8834,3
U008951,2026-01-01,software,0.9971,gym,software,software,0.3836,0.85,0.4308,2
U008952,2026-01-01,streaming,0.9965,none,streaming,streaming,0.3484,0.85,0.5929,2
U008953,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.5427,0.85,0.5491,3
U008954,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.3826,0.85,0.6737,3
U008955,2026-01-01,streaming,0.9475,streaming,streaming,none,0.2507,0.85,0.9971,2
U008956,2026-01-01,mobile,0.5236,cloud,mobile,gym,0.3399,0.75,0.3788,1
U008957,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.3047,0.85,0.4063,3
U008958,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.347,0.85,0.6061,3
U008959,2026-01-01,none,0.6107,none,software,none,0.4873,0.75,0.7355,2
U008960,2026-01-01,insurance,0.9881,insurance,none,insurance,0.5561,0.6000000000000001,0.6863,2
U008961,2026-01-01,music,0.9999,music,music,music,0.8019,0.85,0.8533,3
U008962,2026-01-01,software,0.9951,streaming,software,software,0.2913,0.8,0.3962,2
U008963,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.7537,0.85,0.8987,3
U008964,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.9019,0.85,0.8376,3
U008965,2026-01-01,software,0.975,cloud,software,software,0.4789,0.85,0.7921,2
U008966,2026-01-01,cloud,0.9573,cloud,streaming,cloud,0.2507,0.7000000000000001,0.3778,2
U008967,2026-01-01,gym,0.99,none,gym,gym,0.4606,0.85,0.6496,2
U008968,2026-01-01,none,0.6107,none,software,none,0.3011,0.85,0.993,2
U008969,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.4879,0.75,0.7594,3
U008970,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.5,0.85,0.6861,3
U008971,2026-01-01,cloud,0.9948,software,cloud,cloud,0.4088,0.85,0.7645,2
U008972,2026-01-01,gym,0.9996,gym,gym,gym,0.3896,0.85,0.7974,3
U008973,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.4604,0.9,0.8245,3
U008974,2026-01-01,music,0.9999,music,music,music,0.5714,0.85,0.6952,3
U008975,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9914,3
U008976,2026-01-01,music,0.9999,music,music,music,0.4212,0.85,0.728,3
